Unnamed: 0,author,statement,target,BinaryNumTarget,manual_keywords,tweet,5_label_majority_answer,3_label_majority_answer
11,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@aplemkseriously @CoriBush @CoriBush knew July was the final eviction moratorium extension and waited last minute to fight for Americans. Its just politics. Congress allowed Democrats to vote and they did not have enough votes.,Agree,Agree
12,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@LINDAKMILLS1 Why is everyone in such a hurry for this to pass? It's only a Democrat agenda. Not much help for Americans at all! It only helps ILLEGAL aliens, China, and our own members in government. No checks, no more help with food, no more eviction moratorium. OH....HIGHER taxes for us too",NO MAJORITY,Agree
13,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","No eviction moratorium, no unemployment aid, no good paying jobs to be found, and now we have this, The government is setting hard-hit Americans up for disaster by forcing them to pay back unemployment benefits.
Bunch of clowns are managing this country and destroying it.",NO MAJORITY,Agree
14,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","The extension of the eviction moratorium isnt a victory.

It was LATE, where vulnerable Americans were already evicted in the past couple of days. Also, the extension does NOT stop all evictions.

Reminder: The US Senate voted to increase the military budget by $25B.",Mostly Agree,Agree
15,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@Riguy_453 @PaulSorrentino3 @POTUS Trump didn't attempt to mandate mask!! Biden wanted to more than the vaccine but you can't get Republican AMEricans to comply 
It was the Supreme Court that knocked the eviction moratorium on the head. The Amy Coney Barratts. Another Trump dirty trick.",Mostly Disagree,Disagree
16,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@AndreaR03428969 People vote with their pockets. Working class Americans (especially Obama-Trump-Biden voters) will remember that extra money from Trump, Bidens reconciliation failure &amp; $15 minimum wage failure, the ending of child tax benefits and eviction moratorium, and vote for Trump again.",Agree,Agree
17,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@dhiggins63 His eviction moratorium was deemed unconstitutional and so will his vaccine mandate. Bypassing the congress to effect 100M Americans is unconstitutional. He learned these moves from Obama.,Mostly Agree,Agree
18,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",Ohio congressman wants to impeach Biden for unconstitutional order to extend the eviction moratorium. Another asshole Republican that doesn't care about Americans who are facing eviction. They don't want their voters to die but don't want them living anywhere but on the streets.,NO MAJORITY,Agree
19,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@anthonyzenkus Eviction moratorium destroyed small landlords many who are Black Americans,Mostly Agree,Agree
20,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@Jim_Jordan Gym, remember when Donald Trump said Covid would go away shortly &amp; ended up with nearly 600,000 dead Americans under his watch, millions laid off from their jobs &amp; Trump had to institute an eviction moratorium so a million Americans would not become homeless? How rosey was that?",Mostly Disagree,Disagree
21,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@POTUS you just threw 8.9 million Americans off of unemployment during a surging pandemic with no national eviction moratorium in place due to your administration mismanagement of public health policy,Mostly Agree,Agree
22,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@Jim_Jordan So
Americans have to mask up &amp; carry Vax passports but hundreds of thousands can cross the border no questions asked?
The CDC has no constitutional authority but is mandating eviction moratorium?
We need Vax ID to do stuff but no ID to vote?
Our country is completely upside down.",NO MAJORITY,Agree
23,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","HUD Sec Fudge: ""I am deeply disappointed by the Supreme Courts ruling on the CDCs eviction moratorium. With this decision, the Court has put millions of Americans at risk of losing their homes-even as the Delta variant heightens their risk of exposure to COVID-19.""",Mostly Agree,Agree
24,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@Jeff_A_Martin @lesbionicamazon @krystalball No, the biggest issue for millions of Americans-including some of @aoc's constituents-right now is the eviction moratorium expiration! Gee whizz, @AOC, could you be more blind on the real harm that your virtue signaling does to us poors on the outside?",Agree,Agree
25,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@LegionSocialist @left_footin @EmpireFiles AOC is culpable in the eviction moratorium expiring and Americans being evicted. The motivations behind everything she does is for reasons known, donations and reasons unknown: ties to intelligence.",Mostly Agree,Agree
26,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@WhiteHouse If everything is going so well, why did you have to extend the eviction moratorium and start automatic deposits of the child tax credit? Next year is going to rough when many Americans get evicted and then might owe taxes instead of getting a refund back.",Mostly Agree,Agree
27,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@claudiatenney @lavern_spicer CDC has lost all credibility first over their handling of COVID after trump left office, now this absolutely ridiculous move on the eviction moratorium..the fact they even tried this should scare most Americans as they will use any non-ethical means to destroy us",Agree,Agree
28,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","The #SupremeCourt struck down the CDC's eviction moratorium, which certainly will lead to a new homelessness crisis, on the same day the number of Americans hospitalized with #Covid19 was 100,000. #Congress refuses to act.

Our leaders don't care that they are killing people.",Mostly Agree,Agree
29,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@JoAnnKennedyCAN @MaineSocialist @newscentermaine @fbiwhistlestop @aliciafornewton @MiriamWasser @KirkCarapezza @danhornnews @WitchyAlice6 @Inaniloquence @FERC @MayorByrd But it's the 16 million Americans who had their homes stolen from them that get their homes back.

The Eviction Moratorium gets extended

Attorney Gokey of @StrikeDebt  gets tools he needs to extend the student loan payments

We get #M4A 

Former Ohio Attorney General, Marc Dann",Mostly Agree,Agree
30,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","""Congresswoman Barbara Lee (D-CA) voices her concern about the impending rise of homelessness if the Biden administration does not extend the eviction moratorium"".

Americans prefer building golf courses over housing for the homeless.",NO MAJORITY,Agree
31,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",The eviction moratorium ending could potentially cause another housing crisis because of the number of people that are at risk of being evicted. Potentially millions of Americans could lose their homes at the same time as the delta variant is surging. This could get really bad,Mostly Agree,Agree
32,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@PatriotMirror @RudyGiuliani You bots are pathetic. Ask Chicago where the million dollar refund is? Trump pays his but he is still living rent free in your head. Obviously the eviction moratorium includes those who suffer from TDS too. Of course Rudy read the bill. Most Americans who care did!,Mostly Agree,Agree
33,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@MondaireJones The eviction moratorium extension and temporary UBI being added to the budget would allow Americans to stay in their homes a few months longer and the UBI would allow them to cover expenses such as bills. I think these are the policies needed to get us through the pandemic. 6/,Mostly Agree,Agree
34,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@PhilArballo @ghardin68 For no reason? Abandoning Americans in Afghanistan, leaving the border wide open, droning 7 children and lying about it, illegally extending the eviction moratorium, demanding Ghani lie to the world about the state of the Taliban.

Any single one of those is impeachable.",Agree,Agree
35,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","In the last few days, @CoriBush extended the eviction moratorium, helping to keep millions of Americans housed while @ProjectLincoln made a meme suggesting something everyone has known for 6+ years. So probably let that distinction guide future donations",NO MAJORITY,Agree
36,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",Moderate Democrats did nothing to help extend the eviction moratorium and now they've cut a vital lifeline for millions of Americans because of an arbitrary date. And yet they want to make demands about strategically pausing *negotiations* on a ten year public investment plan.,Mostly Agree,Agree
37,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@LadyWolfram @AlanCaryLiddell @MattGertz The recent eviction moratorium is a good example. Take action... DO something. Everyone looks good. Schumer and AOC were hugging it out and I honestly don't see any losers in that situation.

Americans. Respect. Action.

Full stop.",Mostly Agree,Agree
38,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@rollsnideroll Left Americans in Afghanistan (still there), defies Supreme Court on eviction moratorium, open borders allowing hundreds of thousands of illegals in with no Covid testing. Plus his daily failures (inflation, etc).",Agree,Agree
39,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","COVID-19 live updates: Supreme Court suspends eviction moratorium
More than 633,000 Americans have died from COVID since the pandemic began..#SCOTUS..#Covid19..",NO MAJORITY,Agree
40,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@RepValDemings You mean my friends who can't work because they're stuck at home caring for a sick child who couldn't get vaccinated during a raging pandemic and are about to be among millions of Americans getting evicted because Congress didn't extend PUA benefits and the eviction moratorium?,Mostly Agree,Agree
41,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Chuck Schumer says the eviction moratorium will be extended 60 days and cover 90% of Americans.

What is the harm in extending it until the pandemic is over and it including all Americans? Why do democrats have to do politics this way?",Mostly Agree,Agree
42,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",although tbh the distinction makes no difference to the millions of Americans that desperately need these funds in face of the looming eviction moratorium lift,Mostly Agree,Agree
43,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@mnepivoda @JoeTalkShow Biden wrecked the economy, put the lives of thousands of Americans in Afghanistan in danger, allowed thousands of illegal immigrants cross the southern border, and broke the law with the eviction moratorium. He's an inept fool and the entire world is laughing at him &amp; his voters.",Mostly Agree,Agree
44,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@VivekGRamaswamy All Americans now see that the Pandemic is a political tool to allow unlawful behavior by those in power. Biden's illegal extension of Eviction Moratorium today is an example. It's in play immediately, and he knows it can't be beaten before middle class investors are destroyed.",Agree,Agree
45,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@nardotrealtor You did a cruel and inhumane act in #SCOTUS ruling to overturn the CDC law eviction moratorium. Now millions of Americans are at risk of homelessness in a surging pandemic. You are heartless.,Mostly Agree,Agree
46,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","ECONOMIC CLIFF: NINE MILLION AMERICANS WILL HAVE THEIR UNEMPLOYMENT BENEFITS COMPLETELY CUT OFF TODAY, JUST WEEKS AFTER THE FEDERAL EVICTION MORATORIUM WAS ALLOWED TO EXPIRE",Mostly Agree,Agree
47,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@RolandD89247800 @mama_pause @andrealschultz @JoeBiden Biden also kept extending eviction moratorium, increased EBT benefits, hid from the press so much that confidence levels tanked his the laughing stock of the world  .  Got 13 Americans killed along with 70 afganis because he wanted a foto op just to say he did it before 9/11",Agree,Agree
48,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","INSANE: @JoeBidens CDC unconstitutionally extended their eviction moratorium this week! 

Everyone must see this for what it is: Not just an immoral policy, but an ATTACK against the very idea of private property.

Americans must speak up against this socialist insanity. #ampFW",NO MAJORITY,Disagree
49,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Supreme Court has blocked President Bidens eviction moratorium, allowing them to resume during the pandemic. 

3.5 million Americans face eviction in the next two months. @nbcwashington",Agree,Agree
50,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@BloombergCities: RT @CitiesOfService: With the expiration of the Federal eviction moratorium approaching and billions in rental assistance yet to be distributed, millions of Americans are in a precarious position. @biblauer outlines 5 data sets cities can use to identify at",Mostly Agree,Agree
51,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@SpeakerPelosi You were so concerned about a partisan committee on January 6 that you forgot to do your job and help Americans by extending the eviction moratorium. You need to stop wasting your time with Trump, because youre not doing your job!",Mostly Agree,Agree
52,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","President Biden taking a page, from book of his political hero, President Herbert C. Hoover, who told Americans during the Great Depression, ""to tighten their belts and make do"".  Refused to sign  Executive Order number 53, to continue the Eviction Moratorium!",NO MAJORITY,Agree
53,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@domenicadelia22 He doesnt have the authority to reimpose the eviction moratorium after the Supreme Court declared it unconstitutional. But he is doing it. Why are Americans standing for this? Someone needs to push back. If we dont start, hes likely to try it. Republicans need to find a spine!",Mostly Agree,Agree
54,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@NoahCRothman Then let them sue to overturn the executive order. But in the meantime for a short time there is an eviction moratorium in place to save Americans from being throw out in the streets. Remember its always about protecting Americans and doing the right thing,Agree,Agree
55,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@StellaParton @POTUS Biden Blunders - 6 Month Update

Inflation, Delta mismanagement, COVID for kids, Abandoning Americans in Afghanistan, Arming the Taliban, S. Border crisis, Breaking job growth, Abuse of power (Exec Orders, $3.5T through Reconciliation, Eviction Moratorium)...what did I miss?",Mostly Disagree,Disagree
56,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Pelosi says Supreme Court 'immorally ripped away' relief from Americans in its 'arbitrary and cruel' decision to end eviction moratorium

How dare her even utter the word ""Immoral""!  She is the essence of pure immorality...manifest evil!",Agree,Agree
57,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@LawAmericanX The eviction moratorium will ultimately punish those it is supposed to be protecting by forcing landlords to demand higher credit scores and larger deposits for new rental agreements. The burden will be most severe for lower income Americans.,Mostly Agree,Agree
58,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","The eviction crisis is put on hold. For now. 

There are still countless Americans at risk of losing their homes to corporate landlords actively fighting in the courts to prematurely end the eviction moratorium.",Agree,Agree
59,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@jjz1600 @johncusack While so many Americans are struggling to keep roofs over their heads with Mortgage Eviction Moratorium expiring, and still struggling to find jobs, and deal with crazy Trump neighbors refusing to get immunized or wear masks.so disappointed in his tone deafness.",Agree,Agree
60,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@RickOceanMusic Democrats thought they were clever trying to force Americans back to work by letting the eviction moratorium lapse, hoping GOP would be blamed. A deliberate scheme that is now back-firing and will probably create thousands of homeless people.",Mostly Agree,Agree
61,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","with the news about the supreme court striking down the eviction moratorium, i'm wondering if americans who all of a sudden ""care"" about homelessness in america and think dealing with it is more important than accepting afghan refugees will keep that same energy",Mostly Agree,Agree
62,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@AOC Wouldn't it be smart to write some legislation on the eviction moratorium to strengthen it so the courts don't flip it.  

Maybe use that as your leverage on this one. Then have some credibility in the budget reconciliation?

Americans want u to do your job. 
Grow the f up!",Agree,Agree
63,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@jaybird5592 @HotlineJosh PAYGO, supporting 4 profit health care that isnt improving health care system, taking money from real estate lobby and acting like she didnt know they had to do smthng about eviction moratorium. Being an out of touch ghoul who dsnt care about lives of average Americans.",NO MAJORITY,Agree
64,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@RightofOpinion @POTUS Biden Blunders YTD

Broken campaign promises, Inflation, Delta mismanagement, Drone attack on kids, Abandoned Americans &amp; Armed the Taliban, S. Border crisis, Breaking job growth, Abuse of power (61 Exec Orders, $1.9T+ in Reconciliation, Eviction Moratorium, Vaccine Mandates)",Mostly Agree,Agree
65,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@GettoShakespear @ShannonSharpe Well. I certainly don't think anyone deserves to be homeless, especially during a pandemic. It's something we all should take more seriously because even tho. We delayed the eviction moratorium, 12 million Americans are behind on rent. We're on the verge of a crisis.",Mostly Disagree,Disagree
66,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@WalshFreedom The difference is that the eviction moratorium helps Americans who are struggling to pay their bills during an ongoing pandemic that Trump aided and abetted in its spread across the country. The moratorium only penalizes landlords who want to use this pandemic to punish tenants.,Mostly Agree,Agree
67,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@DonaldJTrumpJr Where is @GOPLeader and @LeaderMcConnell? 

Biden left Americans stranded, he violated the Supreme Courts decision striking down the eviction moratorium, and he left our Southern border wide open to unvaccinated invaders. 

Pelosi impeached Trump on mere fiction. 

Do your jobs!",Mostly Agree,Agree
68,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","On Thursday night, the U.S. Supreme Court threw out a federal eviction moratorium, leaving millions of Americans at risk of being thrown out of their homes just as the COVID pandemic once again intensifies.",NO MAJORITY,Disagree
69,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@sunnyright Biden has spent all his time claiming to figure out whether he has the power to punish Americans in the form of an eviction moratorium or mandate vaccines but he can't figure out as CIC that no one disputes his authority to give the bad guys the business?,NO MAJORITY,Agree
70,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@LarrySabato WTF do poll takers want from Biden? 
Mass vax rollout
ARP kept millions of Americans out of poverty
Eviction moratorium
Child tax credit @ $300 a kid
Environmental protections reenacted
End Afghanistan war,125+K evacd
Hurricane ready
Schools funded DeSantis had defunded... 
FFS!",Mostly Agree,Agree
71,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@SenSchumer Today, some 9 million Americans lose their unemployment benefits.
2 weeks ago the Supreme Court ended the eviction moratorium.
Last Monday the evictions began.
Soon the USA will be the land of the homeless and the home of the indigent.",NO MAJORITY,Agree
72,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@whynotcooking @AubreyGilleran @RichardHanania They havent stopped receiving payments, welfare pay/remaining stimulus/eviction moratorium lasted all of covid have helped ppl not work, and you thinking Americans are lazy is stupid. Whites and Asians are the only groups who pay in more than they take out in govt benefits",Agree,Agree
73,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@triconoutsold also theres still a pandemic ! we just lost 700 million Americans, millions of americans just lost their only source of income, and millions more are losing their homes due to the eviction moratorium ending. a lot of us just dont care about stupid stan wars and charts rn.",Agree,Agree
74,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@JulianCastro WHY THE HELL is America responsible for every damn thing and person in the entire world. There's a global pandemic and we need to protect Americans. HELL Congress won't even take care of our own people. Homelessness up 150%, NO eviction moratorium, NO extended benefits.  NADA!!",NO MAJORITY,Agree
75,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",Proof that Republicans and most Americans don't give a damn about the Constitution and our most basic rights; Biden announces he lacks constitutional authority to extend the eviction moratorium - then does it anyway. Not a peep from McConnell.,Agree,Agree
76,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Between plight of #KSArescue, Americans/Afgans stranded in Kabul, ISIS, #Ida, unemployment &amp; eviction moratorium ending during Covid spike, wildfires &amp; climate crisis, I don't think I have ever been this anxious about the fate of this country in my life.  And I'm 66 years old.",NO MAJORITY,Agree
77,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Due to COVID-19, the enactment of the eviction moratorium has helped millions of Americans from not losing their homes, However Leon County experts have seen a large impact in eviction rates and court disputes.Stay tuned in #News20at5",NO MAJORITY,Agree
78,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@slorxx41 @DrRobertCollins @hasenourlv Americans airlifted out of Afghanistan, but not New Orleans. Nationwide stimulus $$ + eviction moratorium for covid, but not for hurricanes or fires.
These are CHOICES, and people keep voting for the ones who say, ""Let them burn. Your fellow Americans don't deserve to live."" Why?",Agree,Agree
79,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@RepDonBacon Except on:
Violence against women
Police funding (voted against twice)
Americans rescue plan
Eviction moratorium 
Jan 6 bipartisan commission 

Ya BaQon, sure you are",Mostly Agree,Agree
